typing_speed,key_press_duration,typing_rhythm_variance,mouse_movement_speed,mouse_click_interval,swipe_pressure,user_id
47.483570765056164,189.26177547531643,9.399355436586003,335.56722152333276,479.7446517507685,0.5285306498609765,1.0
44.308678494144075,199.0941664047013,8.924633682912768,308.97628567342935,495.66443987853444,0.548409233026643,1.0
48.23844269050346,166.01432426180858,8.059630369920175,303.6360223315539,476.2274023700012,0.48343458084083385,1.0
52.61514928204013,185.62969236690572,7.353063222294426,319.93251085178093,490.7611541108288,0.46938816327461247,1.0
43.82923312638332,173.49357430878172,8.69822331361359,316.59630754950143,443.19155999138644,0.44574247367211006,1.0
43.8293152152541,175.12874616235302,8.39348538542175,310.93543901345447,506.39881122118817,0.45872947350105225,1.0
52.896064077536955,174.07606075761132,8.895193220027732,333.9277489491343,500.0361642608667,0.6474547212654362,1.0
48.837173645764544,171.36009230320184,8.63517180168197,339.1061041714102,475.4873410679543,0.5622339790368394,1.0
42.65262807032524,180.48521627944828,9.049552715319335,321.76813772583694,519.7773700529722,0.4324462816895989,1.0
47.712800217929825,171.69049883588963,7.464764788439432,349.5506016211052,528.1271041287968,0.4338771021628215,1.0
42.68291153593769,182.7045682577984,9.317394065634325,297.1662177173299,451.7732040689308,0.5240933030859246,1.0
42.671351232148716,179.49761890550863,8.1975996046924,316.12681081440564,477.1182566430136,0.5273632398688983,1.0
46.20981135783017,177.6105195313359,10.075260872625265,305.6635535879439,476.92572950638106,0.5274441917658682,1.0
35.43359877671101,170.924363379584,7.310812181910432,282.6692676585388,471.80290696673404,0.4872522103223151,1.0
36.375410837434835,174.23228669431668,9.73596380316525,318.346386283146,524.8842452579524,0.49372728699985496,1.0
42.188562353795135,187.55391225825755,8.197910783462648,317.56504983233435,494.18521583681587,0.5163939762079679,1.0
39.93584439832788,185.0091718762438,7.348581996385551,350.2689948648426,492.0645547606817,0.5042946503146665,1.0
46.57123666297637,170.22444755201448,7.5161141659456785,332.61623369109554,439.8841290677974,0.38903498136262327,1.0
40.45987962239394,180.99332305429226,7.67965269180568,299.5162635134159,519.0625409062768,0.4885100184712403,1.0
37.93848149332354,187.51387123371788,8.424165946401917,357.08185132668376,462.8222481543958,0.45742967828698433,1.0
52.32824384460777,163.3059471887863,8.522835488035499,344.42067391050705,501.79797890798983,0.5087605709454256,1.0
43.87111849756732,185.43360192379936,7.426299996061421,331.64195406937233,508.32130813874574,0.6492629501301705,1.0
45.337641023439616,173.37376241054153,7.975645407739017,315.47031802300336,540.8197578751596,0.5183740832737153,1.0
37.87625906893272,185.7059866859316,10.142270358611864,300.8112152655304,460.7353880264266,0.4843235156913801,1.0
42.27808637737409,172.36740843457483,9.727543170100711,312.55586447857894,409.41463532537523,0.5460900750988626,1.0
45.554612948549334,161.9511789933548,8.436323669674032,341.7749723940837,505.51548634261087,0.5241343943604606,1.0
39.24503211288849,163.72457562116838,8.0380034781682,357.6917261186922,554.0153354453256,0.521004724522592,1.0
46.87849009172836,180.48084946661382,8.12003132671826,350.86487056544377,537.1683905881831,0.5303425296607835,1.0
41.99680655040598,182.5972250172148,8.613517972730417,310.22301156427454,506.2897824582388,0.6028271782414771,1.0
43.54153125103362,170.95683374895592,6.977207434801595,297.6076513342198,485.25091443103855,0.4434555782337042,1.0
41.991466938853016,186.38592458777373,7.742623462576655,322.8177249382241,524.2136778991193,0.5236816038405727,1.0
54.26139092254469,163.3847993773104,6.3314159261224106,284.63121268874295,470.7936140088659,0.4536809435009231,1.0
44.93251387631033,179.33920201352683,8.39922312260528,326.46335428369565,514.2907330806866,0.5277756323171124,1.0
39.7114453552205,167.88983800237543,8.64719593970274,317.0479482740266,515.1641047749988,0.4540656744256953,1.0
49.11272456051594,173.4816389219784,7.516813537700626,310.67926996263515,531.8062972249664,0.4791316593197458,1.0
38.89578175014489,180.47398671316415,9.573986763290034,288.1059386546641,582.7898011673324,0.4852455042881047,1.0
46.04431797502378,171.39586634716048,6.774234336997659,330.27200213139434,511.772479015363,0.5487908359672354,1.0
35.201649380601125,176.15444455770174,6.53562511979018,309.3459832067618,484.731091228775,0.5459227221971207,1.0
38.359069755507846,190.0629280921444,8.224451818559972,296.60166328579425,499.2327706342402,0.43771413117768077,1.0
